Source Name	Material Type	Term Source REF	Characteristics[OrganismPart]	Term Source REF	Characteristics[Organism]	Characteristics[DiseaseState]	Term Source REF	Characteristics[ClinicalInformation]	Characteristics[BioSourceProvider]	Description	Protocol REF	Sample Name	Material Type	Term Source REF	Protocol REF	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[DISEASESTATE]	Term Source REF	Factor Value[CELLLINE]	Factor Value[CLINICALINFORMATION]	Factor Value[BIOSOURCEPROVIDER]	Factor Value[ORGANISMPART]	Term Source REF
NCIH1355 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5865	P-MTAB-1063	NCIH1355 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1355-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 518.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 518	A-AFFY-44	P-MTAB-1068	NCI-H1355_SS475631_HG-U133_Plus_2_HCHP-225966_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.13.zip	P-MTAB-1069	NCI-H1355_SS475631_HG-U133_Plus_2_HCHP-225966_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1355	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1355 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5865	P-MTAB-1063	NCIH1355 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1355-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 519.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 519	A-AFFY-44	P-MTAB-1068	NCI-H1355_SS475632_HG-U133_Plus_2_HCHP-225967_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.13.zip	P-MTAB-1069	NCI-H1355_SS475632_HG-U133_Plus_2_HCHP-225967_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1355	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1355 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5865	P-MTAB-1063	NCIH1355 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1355-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 520.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 520	A-AFFY-44	P-MTAB-1068	NCI-H1355_SS475633_HG-U133_Plus_2_HCHP-225968_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1355_SS475633_HG-U133_Plus_2_HCHP-225968_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1355	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1395 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5868	P-MTAB-1063	NCIH1395 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1395-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 521.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 521	A-AFFY-44	P-MTAB-1068	NCI-H1395_SS239193_HG-U133_Plus_2_HCHP-167918_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1395_SS239193_HG-U133_Plus_2_HCHP-167918_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Carcinoma	NCI Thesaurus	NCIH1395	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1395 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5868	P-MTAB-1063	NCIH1395 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1395-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 522.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 522	A-AFFY-44	P-MTAB-1068	NCI-H1395_SS239194_HG-U133_Plus_2_HCHP-167919_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1395_SS239194_HG-U133_Plus_2_HCHP-167919_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Carcinoma	NCI Thesaurus	NCIH1395	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1395 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5868	P-MTAB-1063	NCIH1395 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1395-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 523.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 523	A-AFFY-44	P-MTAB-1068	NCI-H1395_SS239195_HG-U133_Plus_2_HCHP-167920_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1395_SS239195_HG-U133_Plus_2_HCHP-167920_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Carcinoma	NCI Thesaurus	NCIH1395	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1436 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Small Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5871	P-MTAB-1063	NCIH1436 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1436-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 524.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 524	A-AFFY-44	P-MTAB-1068	NCI-H1436_SS474817_HG-U133_Plus_2_HCHP-225921_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1436_SS474817_HG-U133_Plus_2_HCHP-225921_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Small Cell Lung Carcinoma	NCI Thesaurus	NCIH1436	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1436 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Small Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5871	P-MTAB-1063	NCIH1436 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1436-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 525.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 525	A-AFFY-44	P-MTAB-1068	NCI-H1436_SS474818_HG-U133_Plus_2_HCHP-225922_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1436_SS474818_HG-U133_Plus_2_HCHP-225922_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Small Cell Lung Carcinoma	NCI Thesaurus	NCIH1436	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1436 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Small Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5871	P-MTAB-1063	NCIH1436 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1436-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 526.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 526	A-AFFY-44	P-MTAB-1068	NCI-H1436_SS474819_HG-U133_Plus_2_HCHP-225923_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1436_SS474819_HG-U133_Plus_2_HCHP-225923_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Small Cell Lung Carcinoma	NCI Thesaurus	NCIH1436	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1437 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5872	P-MTAB-1063	NCIH1437 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1437-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 527.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 527	A-AFFY-44	P-MTAB-1068	NCI-H1437_SS474821_HG-U133_Plus_2_HCHP-225924_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1437_SS474821_HG-U133_Plus_2_HCHP-225924_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1437	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1437 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5872	P-MTAB-1063	NCIH1437 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1437-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 528.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 528	A-AFFY-44	P-MTAB-1068	NCI-H1437_SS474822_HG-U133_Plus_2_HCHP-225925_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1437_SS474822_HG-U133_Plus_2_HCHP-225925_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1437	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1437 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5872	P-MTAB-1063	NCIH1437 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1437-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 529.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 529	A-AFFY-44	P-MTAB-1068	NCI-H1437_SS474823_HG-U133_Plus_2_HCHP-225926_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1437_SS474823_HG-U133_Plus_2_HCHP-225926_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1437	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1563 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5875	P-MTAB-1063	NCIH1563 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1563-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 530.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 530	A-AFFY-44	P-MTAB-1068	NCI-H1563_SS475635_HG-U133_Plus_2_HCHP-225969_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1563_SS475635_HG-U133_Plus_2_HCHP-225969_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1563	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1563 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5875	P-MTAB-1063	NCIH1563 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1563-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 531.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 531	A-AFFY-44	P-MTAB-1068	NCI-H1563_SS475636_HG-U133_Plus_2_HCHP-225970_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1563_SS475636_HG-U133_Plus_2_HCHP-225970_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1563	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1563 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5875	P-MTAB-1063	NCIH1563 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1563-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 532.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 532	A-AFFY-44	P-MTAB-1068	NCI-H1563_SS475637_HG-U133_Plus_2_HCHP-225971_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1563_SS475637_HG-U133_Plus_2_HCHP-225971_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1563	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1573 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5877	P-MTAB-1063	NCIH1573 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1573-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 533.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 533	A-AFFY-44	P-MTAB-1068	NCI-H1573_SS475461_HG-U133_Plus_2_HCHP-225939_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1573_SS475461_HG-U133_Plus_2_HCHP-225939_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1573	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1573 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5877	P-MTAB-1063	NCIH1573 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1573-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 534.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 534	A-AFFY-44	P-MTAB-1068	NCI-H1573_SS475462_HG-U133_Plus_2_HCHP-225940_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1573_SS475462_HG-U133_Plus_2_HCHP-225940_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1573	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1573 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5877	P-MTAB-1063	NCIH1573 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1573-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 535.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 535	A-AFFY-44	P-MTAB-1068	NCI-H1573_SS475463_HG-U133_Plus_2_HCHP-225941_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1573_SS475463_HG-U133_Plus_2_HCHP-225941_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1573	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1581 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Large Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5878	P-MTAB-1063	NCIH1581 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1581-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 536.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 536	A-AFFY-44	P-MTAB-1068	NCI-H1581_SS474825_HG-U133_Plus_2_HCHP-225927_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1581_SS474825_HG-U133_Plus_2_HCHP-225927_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Large Cell Lung Carcinoma	NCI Thesaurus	NCIH1581	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1581 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Large Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5878	P-MTAB-1063	NCIH1581 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1581-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 537.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 537	A-AFFY-44	P-MTAB-1068	NCI-H1581_SS474826_HG-U133_Plus_2_HCHP-225928_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1581_SS474826_HG-U133_Plus_2_HCHP-225928_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Large Cell Lung Carcinoma	NCI Thesaurus	NCIH1581	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1581 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Large Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5878	P-MTAB-1063	NCIH1581 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1581-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 538.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 538	A-AFFY-44	P-MTAB-1068	NCI-H1581_SS474827_HG-U133_Plus_2_HCHP-225929_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1581_SS474827_HG-U133_Plus_2_HCHP-225929_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Large Cell Lung Carcinoma	NCI Thesaurus	NCIH1581	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1618 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Small Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5879	P-MTAB-1063	NCIH1618 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1618-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 539.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 539	A-AFFY-44	P-MTAB-1068	NCI-H1618_SS474829_HG-U133_Plus_2_HCHP-225948_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1618_SS474829_HG-U133_Plus_2_HCHP-225948_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Small Cell Lung Carcinoma	NCI Thesaurus	NCIH1618	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1618 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Small Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5879	P-MTAB-1063	NCIH1618 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1618-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 540.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 540	A-AFFY-44	P-MTAB-1068	NCI-H1618_SS474830_HG-U133_Plus_2_HCHP-225949_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1618_SS474830_HG-U133_Plus_2_HCHP-225949_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Small Cell Lung Carcinoma	NCI Thesaurus	NCIH1618	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1618 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Small Cell Lung Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5879	P-MTAB-1063	NCIH1618 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1618-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 541.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 541	A-AFFY-44	P-MTAB-1068	NCI-H1618_SS474831_HG-U133_Plus_2_HCHP-225950_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1618_SS474831_HG-U133_Plus_2_HCHP-225950_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Small Cell Lung Carcinoma	NCI Thesaurus	NCIH1618	ICDO: 34	ATCC	Lung	NCI Thesaurus
NCIH1623 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Lung Adenocarcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: CRL-5881	P-MTAB-1063	NCIH1623 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	NCIH1623-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 542.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 542	A-AFFY-44	P-MTAB-1068	NCI-H1623_SS474833_HG-U133_Plus_2_HCHP-225951_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.14.zip	P-MTAB-1069	NCI-H1623_SS474833_HG-U133_Plus_2_HCHP-225951_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.3.zip	Lung Adenocarcinoma	NCI Thesaurus	NCIH1623	ICDO: 34	ATCC	Lung	NCI Thesaurus
